review_id,business_id,stars,user_local_stars,user_local_n,tourist_stars,t_n,business_stars,b_n,user_category_stars,user_cat_n,user_ambience_stars,user_ambience_n,user_good_for_stars,user_good_for_n,user_price_stars,user_price_n,business_city,user_id,user_city
_9mt1I6XVQoxdoqDHq2wGg,wki-Qlp3OWgH0XtZ-Jz_WQ,4,3.70833333333333,72,3.70833333333333,6,3.82352941176471,34,3.83009522381909,13009,3.75510204081633,49,3.66071428571429,91,3.53333333333333,15,Phoenix,x-TIayVanlVseNsovE3Pnw,Las Vegas
_9MuLdvI7vO7dM1XKu2iRg,0wP1vwgpnRo45coN4G7XZA,5,3.83333333333333,6,3.83333333333333,2,3.875,8,3.55878941681419,4882,2.66666666666667,3,4.41666666666667,7,3.75,4,Las Vegas,YPnUzc9TeDDvcFEnjyh_BA,Phoenix
_9RnUS81VmZJz-D7OJdyjg,auorqdHiATGZHVd-sd79ZQ,4,3.75,12,3.75,12,4.07211538461539,208,3.82234603927166,25187,3.72727272727273,11,3.74242424242424,23,4,7,Phoenix,GsBwRuKPReQJ2uJA42aB8w,Las Vegas
_9u5KJ-m-tfOzDCZivdmrQ,eq6lQI039SBLC6sHm3idGA,5,4.4,15,4.4,1605,4.17410517012815,2263,3.82181226926865,12652,4.5,8,4.4,0,4.33333333333333,6,Las Vegas,6gK6I7_AHJgiD_xwlMc2Uw,Phoenix
_9wXf98iUz4etJoqfw-WIQ,nEY3mwbpAJlQ5FOQ-F4Giw,4,3.52941176470588,17,3.52941176470588,152,3.85204081632653,196,3.78678090543876,6233,5,1,3.07857142857143,17,3.52941176470588,0,Las Vegas,biJthkrOfrzLqgsznLy10A,Phoenix
_b1LUd5U2OJzmnJJfJMMQA,HbUQ_3dlm3uCacmhTEMnuA,2,4.09615384615385,52,4.09615384615385,1143,4.06346025384101,1497,3.7772660530924,26144,4.57142857142857,7,3.9720695970696,67,5,4,Las Vegas,cJ8sSqRh7CKpNpQaBB2uSg,Phoenix
_bGR-TNcJcS-zpkvUa_O4g,qRs0FXkxqMXHgkPVW4XXeA,5,4.66666666666667,3,4.66666666666667,10,3.51851851851852,27,3.74486018805797,14384,5,2,2.33333333333333,3,4.66666666666667,0,Montreal,Dsm6u6xRhyaG0Rrn64P_rg,Charlotte
_bzZzq0T8mgKuRLUtSOeCQ,QbmcCE_cLq4WO8ZMKImaLw,3,3.62162162162162,37,3.62162162162162,1928,3.875,2600,3.79607907670085,32855,3.65384615384615,26,3.89583333333333,35,3.88888888888889,18,Las Vegas,uWr21MBjmfojZ4MFaVlong,Phoenix
_c0Mhk7B5gsOR7CJQQ02Fw,lNlVwSKqaxE7agiGKfCaAQ,1,2.375,8,2.375,1,3.83333333333333,48,3.75543178767953,24692,3,4,2.75,6,2.375,0,Phoenix,_F3iTdtp-rx6Fl0h_dLRog,Las Vegas
_cBm-dvF4YWIMpop8NyqwA,LbcDWyqGgQdlwWfGO-whMw,1,2.94285714285714,35,2.94285714285714,113,2.84020618556701,194,3.65925480380758,15329,2.75,16,2.67307692307692,34,2.8,20,Phoenix,K5a0ULAa21W5gv-LJkNl8Q,Las Vegas
_cBNWEnBiQKK4qOH4PQ6bw,cXtL3_ksBsr6uZy0fp-TDg,4,4.5,14,4.5,99,4.09319899244332,397,3.63278186610438,28613,4.5,8,4.45454545454545,21,4.66666666666667,3,Charlotte,0JY31tfXTw8b3I4AEB1LWA,Las Vegas
_cd_YUcVTbIR7WvMfysRxA,-GZsHVDlI6wvLsgD1Yaj0g,4,3.88571428571429,35,3.88571428571429,73,4.068669527897,233,3.72412463964166,63006,4.71428571428571,7,4.09126984126984,37,4.22222222222222,9,Las Vegas,7aQvAhgpdXqkTQEp8b8Szw,Phoenix
_D-t50-qyMoBB5CflknC5w,ZxmKA8b7njab1DNzCEU4Ow,4,3.75653985534563,0,3.75653985534563,137,3.77833333333333,600,3.74486018805797,14384,3.75653985534563,0,3.75653985534563,0,3.75653985534563,0,Las Vegas,62dNEHYTWAxOt3uxdqKiuw,Phoenix
_Dh33CNfSZbr1dUjetm8tw,BVCDPqlHMDPLWn9EhdDXNg,4,3.76744186046512,43,3.76744186046512,107,4.46651270207852,433,3.73955750216207,6706,3.8,20,3.74761904761905,36,3.92307692307692,13,Las Vegas,HWPeDPx4MUsqdLkxscZCyg,Phoenix
_DmnhCv6cxGuKkcU7f0DeA,UzW6RR0eSbequ6jAo6vA8w,4,3.77272727272727,22,3.77272727272727,5,4.25,12,3.66853449094348,48150,3.77272727272727,0,3.9,10,5,1,Edinburgh,oSA746-4MCJpWorJkzxqpQ,Madison
_DuUtss0rcK5Q_tFJhwhqg,KcSJUq1kwO8awZRMS6Q49g,3,4.4,15,4.4,548,3.0463768115942,690,3.69727626088788,6346,4.5,8,4.46666666666667,16,4.33333333333333,6,Las Vegas,6gK6I7_AHJgiD_xwlMc2Uw,Phoenix
_E98gb6VFTkhnArpTthQmQ,QbmcCE_cLq4WO8ZMKImaLw,5,3.8,10,3.8,1928,3.875,2600,3.79607907670085,32855,4,7,2.4047619047619,9,3.4,5,Las Vegas,spec2yiLXwFR7HroaFwhgA,Phoenix
_EaPBJi8SOWddVsUy6uzDg,4w9z3ucUFVc0-zmjX3OuOg,3,3.42424242424242,33,3.42424242424242,15,3.54054054054054,74,3.82744293524137,10017,3.41176470588235,17,3.45299145299145,35,3.66666666666667,3,Phoenix,N6hJMLqWiIlXZ_lgBjg3Fw,Las Vegas
_eI868tXZ3vijgEjpwdL9g,05tazaFQt1EnQ_Gk_1AFyg,4,3.60294117647059,136,3.60294117647059,417,3.82244556113903,597,3.64384440723614,51546,3.61038961038961,77,3.45148403073673,204,3.66292134831461,89,Las Vegas,IkC2BKzADqgPlvaac5gRHg,Phoenix
_Ekz3mhAi6GipRc0W9CZtQ,xyTJYlbE_MLouK6rCou6zg,5,4.05555555555556,36,4.05555555555556,1337,3.90082191780822,1825,3.6163532209764,63633,4.17647058823529,17,4.12,36,4.17391304347826,23,Las Vegas,-Dof9NwAoQwRM-GVPZk5zw,Phoenix
_EV1yEXne9HtHh4GitHL3A,ngNvH4sxnH9aMukTZ67R_Q,3,4.09090909090909,11,4.09090909090909,870,3.4375,1184,3.41433734466583,2554,4,8,2.96428571428571,15,3.8,5,Las Vegas,zoHllVEvU91xYbTWMMIT0Q,Phoenix
_FqpGGdgiDI2cM2xGmKDxg,-8NkeBMgbGX97In5NEZtqA,5,3.9,40,3.9,36,3.84615384615385,39,3.79707301356934,19953,3.9,0,4.07142857142857,45,3.9375,16,Las Vegas,rPGZttaVjRoVi3GYbs62cg,Phoenix
_fzY5-oDMkhTiK8mmVFyHw,2e2e7WgqU1BnpxmQL5jbfw,3,3.44444444444444,9,3.44444444444444,3094,4.28699551569507,3791,3.82744293524137,10017,3,7,3.125,11,3,3,Las Vegas,ZdX3vDHav6AjNtaNzt-gbg,Phoenix
_G3RRNQU9rdsm-Rf_2gIzQ,gGeVLZ9j_wAYKbaqgnKSJA,3,4.05,40,4.05,689,3.64022988505747,870,3.66256185107021,53493,4.33333333333333,3,4.04166666666667,31,4,7,Las Vegas,SEJWhA6MRIavK4b3pGxwTg,Madison
_GA-2RtuqjQrknNnolCpXg,mDdqifuTrfXAOfxiLMGu5Q,5,3.48148148148148,54,3.48148148148148,1156,4.11111111111111,1935,3.74662687374739,6191,3,1,3.68158783783784,53,3.48148148148148,0,Las Vegas,iKDDbFu1lyA8-CVlGLFHcw,Phoenix
_GcshRbnyo750mSlJQ4QFQ,sxRI0je6hAR-MeBDxdyhug,3,3.8,10,3.8,245,2.62532981530343,379,3.56753810114261,17050,3.8,0,3.45,9,3.8,5,Las Vegas,tw3PFgey15p0ruFRVoFidw,Urbana-Champaign
_GS0uSN9UQrt-SAxKrLiVw,l1kqHWtICTNk8TdCNisf5A,4,4.25,4,4.25,6,4.12380952380952,105,3.67839497255332,13677,4.5,2,4.25,3,5,1,Phoenix,mT21Vd6ABB6otLo2OT7eXA,Las Vegas
_hb58RrXQFb3Dm10yIaoXQ,hSl4HdPdu6ohwFKJPfj93A,4,3.7741935483871,217,3.7741935483871,53,4.10169491525424,118,3.82181226926865,12652,3.72093023255814,86,3.77022900763359,141,3.90909090909091,33,Madison,lpZtfD-vCqUER1yGKEvUPw,Charlotte
_hcYrBuhHHsQMsIOST0UCg,4uGHPY-OpJN08CabtTAvNg,5,3.38461538461538,26,3.38461538461538,517,4.34534534534535,666,3.98013513394811,1618,3.38461538461538,0,3.75,4,4,2,Las Vegas,kAhnKHC-OcaCs6VZFlZxpA,Montreal
_hDEUmEfdI-qtObcXZY-gw,Jje3kP5CNasYDSpH0NPRGQ,3,3.64,25,3.64,12,4.16279069767442,86,3.82234603927166,25187,3.91666666666667,12,4.1,25,3.42857142857143,14,Phoenix,mLIMfJRCThNX5o_mAofYYw,Las Vegas
_hRIX5F4aEj0KShH40xEfA,uqisw8IXD5ZutU4MT2MQVw,5,3.53086419753086,81,3.53086419753086,383,3.84046692607004,514,3.6763536058856,60199,3.77777777777778,18,3.53571428571429,95,5,1,Las Vegas,0dgQa81w5it1PMpGpC_L0A,Phoenix
_i7YUMWBHjkK_szuU3hu9A,eq6lQI039SBLC6sHm3idGA,4,4.35714285714286,28,4.35714285714286,1605,4.17410517012815,2263,3.82181226926865,12652,4.46666666666667,15,4.5,2,4.125,8,Las Vegas,a8gpBi7biN9VAoJwKgl3Xw,Phoenix
_IAlZMt0GzMt25Senn2nvg,vxxMqBaAHuWdx4impsLSSA,3,3.69230769230769,39,3.69230769230769,957,4.06245461147422,1377,3.41433734466583,2554,3.84615384615385,26,3.85483870967742,33,3.52941176470588,17,Las Vegas,VU6hdnlMeWZ7zBo3N3A-dw,Phoenix
_icNgeNB4k4LfMioNAw3tw,3MmHmJXr8Ltk_Z5EGE4KUw,2,3.4,10,3.4,539,3.6301531213192,849,3.72806332858467,68830,3.4,0,3.5,12,3.4,0,Las Vegas,VlQeSiZDOHAbHDvzOBp-vQ,Charlotte
_Ids64caefx-WdaMgFIv1w,2vsPceME9rHNZ9OkR5zrpg,3,3.21052631578947,19,3.21052631578947,18,4.02564102564103,39,3.68663714867841,66917,3.21052631578947,0,3.03125,20,3.25,4,Madison,K_Pa9DinNGIgYzHgDb3Piw,Las Vegas
_IHb7ceB7DRrXBPrY74hcA,RhbOa-Ft3sZB4B_1j5LfyA,1,3.33333333333333,6,3.33333333333333,438,4.5293542074364,1022,3.81032777620269,22919,4.5,2,1.66666666666667,3,3.33333333333333,0,Las Vegas,dB-Q8ewG72UXW8lDwm0g5Q,Phoenix
_IIcu8yZS9RhZRwK1gDP5g,voPFKvVFm7b01xUyJixFYA,3,3.71428571428571,14,3.71428571428571,189,4.13945578231293,294,3.78678090543876,6233,3.71428571428571,0,3.8,17,3.71428571428571,0,Las Vegas,YzdIgL9yuoxIFyAvkSn0Qw,Phoenix
_IO_yThf9REUvJi_lN_KDg,JlcbIU8V6ohFCwfuMr7tBg,4,4.08695652173913,23,4.08695652173913,18,2.74418604651163,43,3.69039992993647,66536,4.08695652173913,0,4.11111111111111,16,4,7,Urbana-Champaign,BhSbrzJt1HzYTBKplcw6qg,Madison
_IUiZ7aZ_K-X-ufVJj8Bag,6S8fuDZ2XDcsPibF3BNTsQ,5,3.68421052631579,57,3.68421052631579,30,3.9126213592233,103,3.81676598881631,3914,3.91666666666667,36,3.69622093023256,67,3.84375,32,Las Vegas,bswV-wIGU9Bw4mbxSPdykg,Phoenix
_j49tLHZnkZCSVT_ESW3EQ,SsTxjxo8qvqBMvan1rzNzg,4,3.63636363636364,11,3.63636363636364,963,3.95778364116095,1516,3.66902846654611,79175,4,1,2,1,3.63636363636364,0,Las Vegas,WFTLLlacKmMQBJlEaJ-3LA,Phoenix
_Jo6KF9LHlqhrnE6ltTMQQ,2Yv6Tgb5mpoEo3_EIpKs3g,4,4.01960784313725,51,4.01960784313725,17,3.225,40,3.69039992993647,66536,4.23684210526316,38,3.98015873015873,83,4.07407407407407,27,Pittsburgh,1ADzO1AOjVDuByLzaX3pgg,Las Vegas
_Jo6KF9LHlqhrnE6ltTMQQ,2Yv6Tgb5mpoEo3_EIpKs3g,4,4.01960784313725,51,4.01960784313725,17,3.225,40,3.69039992993647,66536,4.23684210526316,38,3.98015873015873,83,4.07407407407407,27,Pittsburgh,1ADzO1AOjVDuByLzaX3pgg,Phoenix
_jorygf5aPlAsTyzjY4pbA,tFU2Js_nbIZOrnKfYJYBBg,2,4.0625,16,4.0625,2016,3.99152542372881,2478,3.81905774746589,15868,5,1,2.1,5,5,1,Las Vegas,lsAVoy7xEjwk8_5cpffWmQ,Charlotte
_jR1ZmQJdE4AqCX0EJmekQ,SLyacGZuMUKqrQJEooSkjw,3,4.09090909090909,33,4.09090909090909,953,3.07537248028046,1141,3.41433734466583,2554,4.09090909090909,22,4.06068376068376,42,4,19,Las Vegas,Mex8qXT7nR89uTKX_qtgSA,Phoenix
_Js95sncsfgYlW2kYhxMRw,4bEjOyTaDG24SY5TxsaUNQ,2,3.73611111111111,72,3.73611111111111,3315,4.15079529022929,4841,3.8025234670635,20711,3.6,5,3.54404761904762,94,3.9047619047619,42,Las Vegas,68zB7FYPFA8xy0UfHJGuPw,Phoenix
_JSlDFPbObf5eWRcaMYVIg,U-bjx_yXSo7KtJS8CBFr_w,3,3.27093596059113,203,3.27093596059113,37,3.59756097560976,82,3.640799031477,263,3.5049504950495,101,3.05982905982906,129,3.16666666666667,30,Las Vegas,Mb0psF4WQF7gZSuZafVr-g,Phoenix
_JytCNBp9nfK4geZV-auFw,BqrTtox0JbG-P_DKBB5bBw,5,4.625,8,4.625,1263,3.84506242905789,1762,3.59716472597511,25932,4.66666666666667,6,4.64166666666667,17,4.66666666666667,6,Las Vegas,Ygda3eaZvqGTguTJLTZp5A,Phoenix
_K0qMkjiz73u3S4x_610qg,U87W6T9vjwWnp28Zjnn4pQ,4,3.27464788732394,142,3.27464788732394,176,3.59150326797386,306,3.61753781073746,18899,3.38805970149254,67,2.55109384908053,161,3.38461538461538,65,Las Vegas,fUs5XxOR82Hfrnyl4wi2QQ,Phoenix
_kaENBpL8YDxwoWmKH0iVQ,5tYLVPc2PKnj6E62sY6QMg,4,3.76679841897233,253,3.76679841897233,158,3.48493975903614,332,3.69113036414377,13966,3.8955223880597,134,3.95882352941176,222,3.78846153846154,156,Las Vegas,iwUN95LIaEr75TZE_JC6bg,Phoenix
_kAzJap390Nb-1zt30YeVg,l5geRDF0zXr6l9A-42z8qQ,5,4.06465517241379,232,4.06465517241379,36,4.07446808510638,94,3.99963297822149,827,3.80519480519481,77,4.14255331895519,370,3.69620253164557,79,Edinburgh,h4RkUrmcsMc0VTUCdaY4_g,Las Vegas
_KGcOw5Wx_hjKecLnTlX4Q,Qher1XRFuU8GnhA4BH7wog,5,3.6875,16,3.6875,14,3.44075829383886,211,3.63462667895419,8882,3.9,10,3.63095238095238,17,3.92857142857143,14,Las Vegas,502HUL3Fc3dFW17HWaHXlQ,Phoenix
_KjZLQIg3ZCePJBIyH7PEA,Q4ULAiIE2qCA4RYplCTrUQ,2,3.72222222222222,18,3.72222222222222,503,3.50576368876081,694,3.69261775771038,56600,4,1,3.47142857142857,17,3.25,4,Pittsburgh,GXJqWqBXK0nEPHj_KHwAxQ,Phoenix
_KKeLsPwL7iXevrQYbCjjA,KwLfgeylp9d8zY3KacREiw,5,5,7,5,165,4.16386554621849,476,3.83167022694366,9232,5,5,5,7,5,4,Las Vegas,EIQ8gPTx5L-zXPlYDwWGeg,Phoenix
_KoM6_jil5YB3XCgJv_b_A,SHfUGBOznEtDhK6WbVrvIw,3,3.5,22,3.5,724,4.11100386100386,1036,3.83009522381909,13009,3.625,8,4.25,4,3.33333333333333,3,Montreal,pJUdG8KPNfZOLdVqiWIpAw,Phoenix
_kYjG0inLcqcpEnvx6bL3A,hFWTzockG1Vxgm95HgGIHQ,3,4.1,10,4.1,22,2.75586854460094,213,3.72134908138896,21784,3.8,5,3.87037037037037,15,4,1,Phoenix,sKwJyEXUeOfJqjAgONtdTg,Las Vegas
_l3yuc4scY1spvKRqqdjtg,UFyNuxNcuoJ6peYZANEh5w,4,3.83333333333333,18,3.83333333333333,75,3.40677966101695,118,3.72460224693657,62639,3.83333333333333,0,3.82857142857143,24,3.83333333333333,12,Las Vegas,saiZmxzBIowJbMgPBW1Now,Phoenix
_Laa4cktKmRL7VXYGiWH1w,4bEjOyTaDG24SY5TxsaUNQ,4,3.70909090909091,110,3.70909090909091,3315,4.15079529022929,4841,3.8025234670635,20711,3.66666666666667,6,3.97149122807018,145,3.84615384615385,65,Las Vegas,qASPib1Z8ft8e96dtbh66w,Phoenix
_lb2B_fH2-Dyz_gzHI54pg,_UsqOvmgoNzb_0xWpzwZBg,4,4.18518518518519,27,4.18518518518519,43,3.60384615384615,260,3.79249433017561,21802,4.23529411764706,17,4.06391534391534,48,4.18181818181818,22,Las Vegas,-3HkgwyxVPf49MXM4dT8Tw,Phoenix
_lOtTvrwHA226aoTyp6zsg,FJe0PrtbRzP2jZZYctdkXw,2,3.88235294117647,17,3.88235294117647,11,4.08571428571429,70,3.57453523677094,68056,4.25,4,2.25,6,4.33333333333333,3,Las Vegas,DBdGycigal-eU4BajGje9g,Phoenix
_lpzW5Evz3hHO5uXtRo-Iw,5rDosv0aIBhLg81IMSnlyg,2,4.24409448818898,381,4.24409448818898,472,4.04503105590062,644,3.74662687374739,6191,4.6,25,4.25476556063216,485,4.75,4,Las Vegas,4ozupHULqGyO42s3zNUzOQ,Phoenix
_LYNmpJrfPQiiIJQwUR8kg,-G9mzl-6Tj_3P7Hho3xAkA,5,3,2,3,7,3.73333333333333,15,3.5234254476584,19073,3,0,3,2,1,1,Pittsburgh,hEFVQ3opcAvJ3k5OWw5wTw,Phoenix
_MAxgkzdJpEI2OUgUqxDYg,sIyHTizqAiGu12XMLX3N3g,1,4,29,4,2658,3.89440654843111,3665,3.41433734466583,2554,4.11764705882353,17,4.02380952380952,22,1,1,Las Vegas,1mpW-DOpqXb0MQfExwI3mg,Phoenix
_MJFpriuClGn5LG8kSP5yQ,6qXQQOWdUZiJmWVqkWB-3w,4,3.60109289617486,183,3.60109289617486,226,3.32371794871795,312,3.81271302194408,31420,3.70731707317073,82,3.65207373271889,171,3.73033707865169,89,Las Vegas,zCC6huLkNBEr3JUgQyxJbg,Phoenix
_MOcLyqryWctuScuyO2dRw,eSVQBYV8HU3Gna2KOC8y-g,3,2.66666666666667,3,2.66666666666667,15,3.34375,32,3.76725680063894,12424,2.66666666666667,0,1,1,2.66666666666667,0,Urbana-Champaign,HNwmcAupfO3UyW0btU0veg,Phoenix
_MOTJ0bB0LcUwFF8kr_HGQ,ZP6qFq7LUh6Tr7WHPoOW6g,4,3.41389290882779,691,3.41389290882779,370,4.18563432835821,1072,3.79607907670085,32855,3.60869565217391,46,3.43646410133888,670,3.44202898550725,414,Las Vegas,3gIfcQq5KxAegwCPXc83cQ,Phoenix
_MQ_r_CUiab6hExrlqIxlw,jMzuQy104M0KU6uhdffsaQ,4,4.57142857142857,14,4.57142857142857,5,2.74285714285714,35,3.82392539957946,35204,4.5,8,4.3,13,4.83333333333333,6,Phoenix,xjiVfjsLW7Hho7ta8HHXXw,Las Vegas
_MXRqVksHu5XjOQhbDSGWg,TwxHMCcRdF_CQb_EZ6kPQQ,4,3.69354838709677,62,3.69354838709677,248,3.42647058823529,340,3.8228969819746,12535,3.5,2,3.64458689458689,93,3.51162790697674,43,Las Vegas,caELu3OqZm8LkdikpmEB4w,Phoenix
